book,lang,source_order,page_n,facs,line_id,source_div_n,source_xml_id,printed_primary,printed_alternate,heading_label,source_heading_text,generated_n,generated_label,generated_source_label,visible_chapter_title,paired_generated_n,issue_codes,image_url
1,grc,75,77,page_images/page-0109.png,,75,spr-ch-1.75,οέ,,Περὶ ναρδίνου μύρου.,Κεφ. οέ΄. [Περὶ ναρδίνου μύρου.],1.75,Περὶ ναρδίνου μύρου,Κεφ. οέ΄. [Περὶ ναρδίνου μύρου.],Κεφ. οέ΄. [Περὶ ναρδίνου μύρου.],1.75,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0109.jp2/full/1200,/0/default.jpg"
1,la,987,77,page_images/page-0109.png,spr-lb-1-0109-11,,,LXXV,,De nardino unguento.,Cap. LXXV. [De nardino unguento.] Nardinum,1.75,De nardino unguento,Cap. LXXV. [De nardino unguento.],,1.75,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0109.jp2/full/1200,/0/default.jpg"
1,grc,76,78,page_images/page-0110.png,,76,spr-ch-1.76,ος,,Περὶ Μαλαβαθρίνου.,Κεφ. ος΄. [Περὶ Μαλαβαθρίνου.],1.76,Περὶ Μαλαβαθρίνου,Κεφ. ος΄. [Περὶ Μαλαβαθρίνου.],Κεφ. ος΄. [Περὶ Μαλαβαθρίνου.],1.76,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0110.jp2/full/1200,/0/default.jpg"
1,grc,77,78,page_images/page-0110.png,,77,spr-ch-1.77,οζ,,Περὶ Σμύρνης.,Κεφ. οζ΄. [Περὶ Σμύρνης.],1.77,Περὶ Σμύρνης,Κεφ. οζ΄. [Περὶ Σμύρνης.],Κεφ. οζ΄. [Περὶ Σμύρνης.],1.77,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0110.jp2/full/1200,/0/default.jpg"
1,la,988,78,page_images/page-0110.png,,,,LXXVI,,De Malabathrino.,Cap. LXXVI. [De Malabathrino.] Malabathrinum,1.76,De Malabathrino,Cap. LXXVI. [De Malabathrino.],,1.76,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0110.jp2/full/1200,/0/default.jpg"
1,la,989,78,page_images/page-0110.png,spr-lb-1-0110-17,,,LXXVII,,De Myrrha.,Cap. LXXVII. [De Myrrha.] Myrrha lacrima est,1.77,De Myrrha,Cap. LXXVII. [De Myrrha.],,1.77,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0110.jp2/full/1200,/0/default.jpg"
1,grc,78,81,page_images/page-0113.png,,78,spr-ch-1.78,οη,,Περὶ βοιωτικῆς σμύρνης.,Κεφ. οη΄. [Περὶ βοιωτικῆς σμύρνης.],1.78,Περὶ βοιωτικῆς σμύρνης,Κεφ. οη΄. [Περὶ βοιωτικῆς σμύρνης.],Κεφ. οη΄. [Περὶ βοιωτικῆς σμύρνης.],1.78,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0113.jp2/full/1200,/0/default.jpg"
1,la,990,81,page_images/page-0113.png,,,,LXXVIII,,De boeotica myrrha.,Cap. LXXVIII. [De boeotica myrrha.] Boeotica,1.78,De boeotica myrrha,Cap. LXXVIII. [De boeotica myrrha.],,1.78,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0113.jp2/full/1200,/0/default.jpg"
1,grc,79,82,page_images/page-0114.png,,79,spr-ch-1.79,οθ,,Περὶ Στύρακος.,Κεφ. οθ΄. [Περὶ Στύρακος.],1.79,Περὶ Στύρακος,Κεφ. οθ΄. [Περὶ Στύρακος.],Κεφ. οθ΄. [Περὶ Στύρακος.],1.79,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0114.jp2/full/1200,/0/default.jpg"
1,la,991,82,page_images/page-0114.png,,,,LXXIX,,De Styrace.,Cap. LXXIX. [De Styrace.] Styrax lacrima est,1.79,De Styrace,Cap. LXXIX. [De Styrace.],,1.79,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0114.jp2/full/1200,/0/default.jpg"
1,grc,80,83,page_images/page-0115.png,,80,spr-ch-1.80,π,,Περὶ Βδελλίου.,Κεφ. π΄. [Περὶ Βδελλίου.],1.80,Περὶ Βδελλίου,Κεφ. π΄. [Περὶ Βδελλίου.],Κεφ. π΄. [Περὶ Βδελλίου.],1.80,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0115.jp2/full/1200,/0/default.jpg"
1,la,992,83,page_images/page-0115.png,spr-lb-1-0115-16,,,LXXX,,De Bdellio.,Cap. LXXX. [De Bdellio.] Bdellium nonnulli ma-,1.80,De Bdellio,Cap. LXXX. [De Bdellio.],,1.80,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0115.jp2/full/1200,/0/default.jpg"
1,grc,81,85,page_images/page-0117.png,,81,spr-ch-1.81,πα,,Περὶ λιβάνου.,Κεφ. πα΄. [Περὶ λιβάνου.],1.81,Περὶ λιβάνου,Κεφ. πα΄. [Περὶ λιβάνου.],Κεφ. πα΄. [Περὶ λιβάνου.],1.81,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0117.jp2/full/1200,/0/default.jpg"
1,la,993,85,page_images/page-0117.png,,,,LXXXI,,De ture.,Cap. LXXXI. [De ture.] Tus gignitur in Arabiae,1.81,De ture,Cap. LXXXI. [De ture.],,1.81,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0117.jp2/full/1200,/0/default.jpg"
1,grc,82,87,page_images/page-0119.png,,82,spr-ch-1.82,πβ,,Περὶ φλοιοῦ λιβάνου.,Κεφ. πβ΄. [Περὶ φλοιοῦ λιβάνου.],1.82,Περὶ φλοιοῦ λιβάνου,Κεφ. πβ΄. [Περὶ φλοιοῦ λιβάνου.],Κεφ. πβ΄. [Περὶ φλοιοῦ λιβάνου.],1.82,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0119.jp2/full/1200,/0/default.jpg"
1,la,994,87,page_images/page-0119.png,spr-lb-1-0119-14,,,LXXXII,,De cortice turis.,Cap. LXXXII. [De cortice turis.] Cortex turis prae-,1.82,De cortice turis,Cap. LXXXII. [De cortice turis.],,1.82,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0119.jp2/full/1200,/0/default.jpg"
1,grc,83,88,page_images/page-0120.png,,83,spr-ch-1.83,πγ,,Περὶ μάννης λιβάνου.,Κεφ. πγ΄. [Περὶ μάννης λιβάνου.],1.83,Περὶ μάννης λιβάνου,Κεφ. πγ΄. [Περὶ μάννης λιβάνου.],Κεφ. πγ΄. [Περὶ μάννης λιβάνου.],1.83,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0120.jp2/full/1200,/0/default.jpg"
1,grc,84,88,page_images/page-0120.png,,84,spr-ch-1.84,πδ,,Περὶ αἰθάλης λιβανωτοῦ.,Κεφ. πδ΄. [Περὶ αἰθάλης λιβανωτοῦ.],1.84,Περὶ αἰθάλης λιβανωτοῦ,Κεφ. πδ΄. [Περὶ αἰθάλης λιβανωτοῦ.],Κεφ. πδ΄. [Περὶ αἰθάλης λιβανωτοῦ.],1.84,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0120.jp2/full/1200,/0/default.jpg"
1,la,995,88,page_images/page-0120.png,spr-lb-1-0120-09,,,LXXXIII,,De manna turis.,Cap. LXXXIII. [De manna turis.] Manna turis,1.83,De manna turis,Cap. LXXXIII. [De manna turis.],,1.83,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0120.jp2/full/1200,/0/default.jpg"
1,la,996,88,page_images/page-0120.png,spr-lb-1-0120-17,,,LXXXIV,,De turis fuligine.,Cap. LXXXIV. [De turis fuligine.] Turis fuli-,1.84,De turis fuligine,Cap. LXXXIV. [De turis fuligine.],,1.84,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0120.jp2/full/1200,/0/default.jpg"
1,grc,85,89,page_images/page-0121.png,,85,spr-ch-1.85,πε,,Περὶ λιγνύος σκευασίας.,Κεφ. πε΄. [Περὶ λιγνύος σκευασίας.],1.85,Περὶ λιγνύος σκευασίας,Κεφ. πε΄. [Περὶ λιγνύος σκευασίας.],Κεφ. πε΄. [Περὶ λιγνύος σκευασίας.],1.85,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0121.jp2/full/1200,/0/default.jpg"
1,la,997,89,page_images/page-0121.png,spr-lb-1-0121-17,,,LXXXV,,De fuliginis confectione.,Cap. LXXXV. [De fuliginis confectione.] Eodem,1.85,De fuliginis confectione,Cap. LXXXV. [De fuliginis confectione.],,1.85,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0121.jp2/full/1200,/0/default.jpg"
1,grc,86,90,page_images/page-0122.png,,86,spr-ch-1.86,πϛ,,Περὶ πίτυος.,Κεφ. πϛ΄. [Περὶ πίτυος.],1.86,Περὶ πίτυος,Κεφ. πϛ΄. [Περὶ πίτυος.],Κεφ. πϛ΄. [Περὶ πίτυος.],,PAIR_MISSING_LA,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0122.jp2/full/1200,/0/default.jpg"
1,la,998,90,page_images/page-0122.png,,,,LXXXVI,Pinea,,Cap. LXXXVI. De Pinu (Pinea.) Pinus (Pinea),,,,,,INLINE_HEAD_UNMODELED,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0122.jp2/full/1200,/0/default.jpg"
1,grc,87,91,page_images/page-0123.png,,87,spr-ch-1.87,πζ,,Περὶ πιτυΐδων.,Κεφ. πζ΄. [Περὶ πιτυΐδων.],1.87,Περὶ πιτυΐδων,Κεφ. πζ΄. [Περὶ πιτυΐδων.],Κεφ. πζ΄. [Περὶ πιτυΐδων.],1.87,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0123.jp2/full/1200,/0/default.jpg"
1,grc,88,91,page_images/page-0123.png,,88,spr-ch-1.88,πη,,Περὶ στροβίλων.,Κεφ. πη΄. [Περὶ στροβίλων.],1.88,Περὶ στροβίλων,Κεφ. πη΄. [Περὶ στροβίλων.],Κεφ. πη΄. [Περὶ στροβίλων.],1.88,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0123.jp2/full/1200,/0/default.jpg"
1,la,999,91,page_images/page-0123.png,spr-lb-1-0123-08,,,LXXXVII,,De Pityidibus.,Cap. LXXXVII. [De Pityidibus.] Pityidum no-,1.87,De Pityidibus,Cap. LXXXVII. [De Pityidibus.],,1.87,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0123.jp2/full/1200,/0/default.jpg"
1,la,1000,91,page_images/page-0123.png,spr-lb-1-0123-13,,,LXXXVIII,,De strobilis.,"Cap. LXXXVIII. [De strobilis.] Strobili, si repur-",1.88,De strobilis,Cap. LXXXVIII. [De strobilis.],,1.88,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0123.jp2/full/1200,/0/default.jpg"
1,grc,89,92,page_images/page-0124.png,,89,spr-ch-1.89,πθ,,Περὶ Σχίνου.,Κεφ. πθ΄. [Περὶ Σχίνου.],1.89,Περὶ Σχίνου,Κεφ. πθ΄. [Περὶ Σχίνου.],Κεφ. πθ΄. [Περὶ Σχίνου.],1.89,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0124.jp2/full/1200,/0/default.jpg"
1,la,1001,92,page_images/page-0124.png,,,,LXXXIX,,De Lentisco.,Cap. LXXXIX. [De Lentisco.] Lentiscum est nota,1.89,De Lentisco,Cap. LXXXIX. [De Lentisco.],,1.89,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0124.jp2/full/1200,/0/default.jpg"
1,grc,90,93,page_images/page-0125.png,,90,spr-ch-1.90,ϟ,,Περὶ ῥητίνης σχινίνης.,Κεφ. ϟ΄. [Περὶ ῥητίνης σχινίνης.],1.90,Περὶ ῥητίνης σχινίνης,Κεφ. ϟ΄. [Περὶ ῥητίνης σχινίνης.],Κεφ. ϟ΄. [Περὶ ῥητίνης σχινίνης.],1.90,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0125.jp2/full/1200,/0/default.jpg"
1,la,1002,93,page_images/page-0125.png,,,,XC,,De resina lentiscina.,Cap. XC. [De resina lentiscina.] Nascitur et e,1.90,De resina lentiscina,Cap. XC. [De resina lentiscina.],,1.90,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0125.jp2/full/1200,/0/default.jpg"
1,grc,91,94,page_images/page-0126.png,spr-lb-1-0126-01,91,spr-ch-1.91,ϟα,,Περὶ Τερεμίνθου.,Κεφ. ϟα΄. [Περὶ Τερεμίνθου.],1.91,Περὶ Τερεμίνθου,Κεφ. ϟα΄. [Περὶ Τερεμίνθου.],Κεφ. ϟα΄. [Περὶ Τερεμίνθου.],1.91,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0126.jp2/full/1200,/0/default.jpg"
1,la,1003,94,page_images/page-0126.png,,,,XCI,,De Terebintho.,Cap. XCI. [De Terebintho.] Terebinthus nota est,1.91,De Terebintho,Cap. XCI. [De Terebintho.],,1.91,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0126.jp2/full/1200,/0/default.jpg"
1,grc,92,95,page_images/page-0127.png,,92,spr-ch-1.92,ϟβ,,Περὶ ῥητινῶν ἄλλων.,Κεφ. ϟβ΄. [Περὶ ῥητινῶν ἄλλων.],1.92,Περὶ ῥητινῶν ἄλλων,Κεφ. ϟβ΄. [Περὶ ῥητινῶν ἄλλων.],Κεφ. ϟβ΄. [Περὶ ῥητινῶν ἄλλων.],1.92,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0127.jp2/full/1200,/0/default.jpg"
1,la,1004,95,page_images/page-0127.png,,,,XCII,,De resinis aliis.,Cap. XCII. [De resinis aliis.] Manat et resina li-,1.92,De resinis aliis,Cap. XCII. [De resinis aliis.],,1.92,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0127.jp2/full/1200,/0/default.jpg"
1,grc,93,96,page_images/page-0128.png,,93,spr-ch-1.93,ϟγ,,Περὶ τοῦ πῶς δεῖ καίειν τὴν ῥητίνην[35,Κεφ. ϟγ΄. [Περὶ τοῦ πῶς δεῖ καίειν τὴν ῥητίνην[35],1.93,Περὶ τοῦ πῶς δεῖ καίειν τὴν ῥητίνην,Κεφ. ϟγ΄. [Περὶ τοῦ πῶς δεῖ καίειν τὴν ῥητίνην.],Κεφ. ϟγ΄. [Περὶ τοῦ πῶς δεῖ καίειν τὴν ῥητίνην35.],1.93,LABEL_HAS_NOTE_LEAK;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0128.jp2/full/1200,/0/default.jpg"
1,la,1005,96,page_images/page-0128.png,,,,XCIII,,"De modo, quo urenda est resina.","Cap. XCIII. [De modo, quo urenda est resina.] Uri-",1.93,"De modo, quo urenda est resina","Cap. XCIII. [De modo, quo urenda est resina.]",,1.93,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0128.jp2/full/1200,/0/default.jpg"
1,grc,94,97,page_images/page-0129.png,,94,spr-ch-1.94,ϟδ,,Περὶ πίσσης ὑγρᾶς.,Κεφ. ϟδ΄. [Περὶ πίσσης ὑγρᾶς.],1.94,Περὶ πίσσης ὑγρᾶς,Κεφ. ϟδ΄. [Περὶ πίσσης ὑγρᾶς.],Κεφ. ϟδ΄. [Περὶ πίσσης ὑγρᾶς.],1.94,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0129.jp2/full/1200,/0/default.jpg"
1,la,1006,97,page_images/page-0129.png,spr-lb-1-0129-14,,,XCIV,,De pice liquida.,"Cap. XCIV. [De pice liquida.] Pix liquida, quam",1.94,De pice liquida,Cap. XCIV. [De pice liquida.],,1.94,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0129.jp2/full/1200,/0/default.jpg"
1,grc,95,98,page_images/page-0130.png,,65,spr-ch-1.95,ξε,,Περὶ Πισσελαίου.,Κεφ. ξε΄. [Περὶ Πισσελαίου.],1.95,Περὶ Πισσελαίου,Κεφ. ξε΄. [Περὶ Πισσελαίου.],Κεφ. ξε΄. [Περὶ Πισσελαίου.],1.95,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0130.jp2/full/1200,/0/default.jpg"
1,la,1007,98,page_images/page-0130.png,spr-lb-1-0130-15,,,XCV,,De oleo picino.,Cap. XCV. [De oleo picino.] Fit autem et oleum,1.95,De oleo picino,Cap. XCV. [De oleo picino.],,1.95,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0130.jp2/full/1200,/0/default.jpg"
1,grc,96,99,page_images/page-0131.png,,66,spr-ch-1.96,ξϛ,,Περὶ λιγνύος τῆς ἐξ ὑγρᾶς πίσσης.,Κεφ. ξϛ΄. [Περὶ λιγνύος τῆς ἐξ ὑγρᾶς πίσσης.],1.96,Περὶ λιγνύος τῆς ἐξ ὑγρᾶς πίσσης,Κεφ. ξϛ΄. [Περὶ λιγνύος τῆς ἐξ ὑγρᾶς πίσσης.],Κεφ. ξϛ΄. [Περὶ λιγνύος τῆς ἐξ ὑγρᾶς πίσσης.],1.96,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0131.jp2/full/1200,/0/default.jpg"
1,la,1008,99,page_images/page-0131.png,,,,XCVI,,De fuligine picis liquidae.,Cap. XCVI. [De fuligine picis liquidae.] Fit et,1.96,De fuligine picis liquidae,Cap. XCVI. [De fuligine picis liquidae.],,1.96,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0131.jp2/full/1200,/0/default.jpg"
1,grc,97,100,page_images/page-0132.png,spr-lb-1-0132-01,67,spr-ch-1.97,ξζ,,Περὶ ξηρᾶς πίσσης.,Κεφ. ξζ΄. [Περὶ ξηρᾶς πίσσης.],1.97,Περὶ ξηρᾶς πίσσης,Κεφ. ξζ΄. [Περὶ ξηρᾶς πίσσης.],Κεφ. ξζ΄. [Περὶ ξηρᾶς πίσσης.],1.97,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0132.jp2/full/1200,/0/default.jpg"
1,grc,98,100,page_images/page-0132.png,,68,spr-ch-1.98,ξη,,Περὶ ζωπίσσης.,Κεφ. ξη΄. [Περὶ ζωπίσσης.],1.98,Περὶ ζωπίσσης,Κεφ. ξη΄. [Περὶ ζωπίσσης.],Κεφ. ξη΄. [Περὶ ζωπίσσης.],1.98,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0132.jp2/full/1200,/0/default.jpg"
1,grc,99,100,page_images/page-0132.png,,69,spr-ch-1.99,ξθ,,Περὶ ἀσφάλτου.,Κεφ. ξθ΄. [Περὶ ἀσφάλτου.],1.99,Περὶ ἀσφάλτου,Κεφ. ξθ΄. [Περὶ ἀσφάλτου.],Κεφ. ξθ΄. [Περὶ ἀσφάλτου.],1.99,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0132.jp2/full/1200,/0/default.jpg"
1,la,1009,100,page_images/page-0132.png,,,,XCVII,,De pice sicca.,Cap. XCVII. [De pice sicca.] Pix sicca etiamnum,1.97,De pice sicca,Cap. XCVII. [De pice sicca.],,1.97,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0132.jp2/full/1200,/0/default.jpg"
1,la,1010,100,page_images/page-0132.png,spr-lb-1-0132-10,,,XCVIII,,De zopissa.,Cap. XCVIII. [De zopissa.] Zopissam alii dicunt,1.98,De zopissa,Cap. XCVIII. [De zopissa.],,1.98,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0132.jp2/full/1200,/0/default.jpg"
1,la,1011,100,page_images/page-0132.png,spr-lb-1-0132-14,,,XCIX,,De bitumine.,Cap. XCIX. [De bitumine.] Bitumen iudaicum,1.99,De bitumine,Cap. XCIX. [De bitumine.],,1.99,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0132.jp2/full/1200,/0/default.jpg"
1,grc,100,101,page_images/page-0133.png,,100,spr-ch-1.100,ρ,,Περὶ Πιττασφάλτου.,Κεφ. ρ΄. [Περὶ Πιττασφάλτου.],1.100,Περὶ Πιττασφάλτου,Κεφ. ρ΄. [Περὶ Πιττασφάλτου.],Κεφ. ρ΄. [Περὶ Πιττασφάλτου.],1.100,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0133.jp2/full/1200,/0/default.jpg"
1,grc,101,101,page_images/page-0133.png,,101,spr-ch-1.101,ρα,,Περὶ νάφθας.,Κεφ. ρα΄. [Περὶ νάφθας.],1.101,Περὶ νάφθας,Κεφ. ρα΄. [Περὶ νάφθας.],Κεφ. ρα΄. [Περὶ νάφθας.],1.101,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0133.jp2/full/1200,/0/default.jpg"
1,la,1012,101,page_images/page-0133.png,,,,C,,De pissasphalto.,Cap. C. [De pissasphalto.] Gignitur in Apollonia,1.100,De pissasphalto,Cap. C. [De pissasphalto.],,1.100,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0133.jp2/full/1200,/0/default.jpg"
1,la,1013,101,page_images/page-0133.png,spr-lb-1-0133-12,,,CI,,De naphtha.,Cap. CI. [De naphtha.] Naphtha quoque vocatur,1.101,De naphtha,Cap. CI. [De naphtha.],,1.101,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0133.jp2/full/1200,/0/default.jpg"
1,grc,102,102,page_images/page-0134.png,,102,spr-ch-1.102,ρβ,,Περὶ Κυπαρίσσου.,Κεφ. ρβ΄. [Περὶ Κυπαρίσσου.],1.102,Περὶ Κυπαρίσσου,Κεφ. ρβ΄. [Περὶ Κυπαρίσσου.],Κεφ. ρβ΄. [Περὶ Κυπαρίσσου.],1.102,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0134.jp2/full/1200,/0/default.jpg"
1,la,1014,102,page_images/page-0134.png,spr-lb-1-0134-15,,,CII,,De Cupresso.,Cap. CII. [De Cupresso.] Cupressus astringit et,1.102,De Cupresso,Cap. CII. [De Cupresso.],,1.102,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0134.jp2/full/1200,/0/default.jpg"
1,grc,103,103,page_images/page-0135.png,,103,spr-ch-1.103,ργ,,Περὶ Ἀρκεύθου.,Κεφ. ργ΄. [Περὶ Ἀρκεύθου.],1.103,Περὶ Ἀρκεύθου,Κεφ. ργ΄. [Περὶ Ἀρκεύθου.],Κεφ. ργ΄. [Περὶ Ἀρκεύθου.],1.103,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0135.jp2/full/1200,/0/default.jpg"
1,la,1015,103,page_images/page-0135.png,spr-lb-1-0135-13,,,CIII,,De Iunipero.,Cap. CIII. [De Iunipero.] Iuniperus quaedam maior,1.103,De Iunipero,Cap. CIII. [De Iunipero.],,1.103,,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0135.jp2/full/1200,/0/default.jpg"
