book,lang,source_order,page_n,facs,line_id,source_div_n,source_xml_id,printed_primary,printed_alternate,heading_label,source_heading_text,generated_n,generated_label,generated_source_label,visible_chapter_title,paired_generated_n,issue_codes,image_url
3,grc,486,449,page_images/page-0481.png,spr-lb-3-0481-01,102,spr-ch-3.104,ρβ,,,Κεφ. ρβ΄.,3.102,Περὶ Χαμαιδρύος,Κεφ. ρβ΄. (ριβ΄.) [Περὶ Χαμαιδρύος.],Κεφ. ρβ΄.,3.102,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0481.jp2/full/1200,/0/default.jpg"
3,la,1402,449,page_images/page-0481.png,,,,CII,CXII,De Chamaedrye.,Cap. CII. (CXII.) [De Chamaedrye.] Chamaedrys,3.102,De Chamaedrye,Cap. CII. (CXII.) [De Chamaedrye.],,3.102,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0481.jp2/full/1200,/0/default.jpg"
3,grc,487,450,page_images/page-0482.png,spr-lb-3-0482-01,103,spr-ch-3.105,ργ,,,Κεφ. ργ΄.,3.103,Περὶ Λευκάδος,Κεφ. ργ΄. (ριγ΄.) [Περὶ Λευκάδος.],Κεφ. ργ΄.,3.103,DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0482.jp2/full/1200,/0/default.jpg"
3,grc,488,450,page_images/page-0482.png,,104,spr-ch-3.106,ρδ,,,Κεφ. ρδ΄.,3.104,Περὶ Λυχνίδος στεφανωματικῆς,Κεφ. ρδ΄. (ριδ΄.) [Περὶ Λυχνίδος στεφανωματικῆς.],Κεφ. ρδ΄.,3.104,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0482.jp2/full/1200,/0/default.jpg"
3,grc,489,450,page_images/page-0482.png,,105,spr-ch-3.107,ρε,,,Κεφ. ρε΄.,3.105,Περὶ Λυχνίδος ἀγρίας,Κεφ. ρε΄. (ριε΄.) [Περὶ Λυχνίδος ἀγρίας.],Κεφ. ρε΄.,3.105,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0482.jp2/full/1200,/0/default.jpg"
3,la,1403,450,page_images/page-0482.png,,,,CIII,CXIII,De Leucade.,Cap. CIII. (CXIII.) [De Leucade.] Leucas mon-,3.103,De Leucade,Cap. CIII. (CXIII.) [De Leucade.],,3.103,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0482.jp2/full/1200,/0/default.jpg"
3,la,1404,450,page_images/page-0482.png,,,,CIV,CXIV,De Lychnide coronaria.,Cap. CIV. (CXIV.) [De Lychnide coronaria.] Lych-,3.104,De Lychnide coronaria,Cap. CIV. (CXIV.) [De Lychnide coronaria.],,3.104,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0482.jp2/full/1200,/0/default.jpg"
3,la,1405,450,page_images/page-0482.png,spr-lb-3-0482-15,,,CV,CXV,De Lychnide sylvestri.,Cap. CV. (CXV.) [De Lychnide sylvestri.] Lych-,3.105,De Lychnide sylvestri,Cap. CV. (CXV.) [De Lychnide sylvestri.],,3.105,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0482.jp2/full/1200,/0/default.jpg"
3,grc,490,451,page_images/page-0483.png,,108,spr-ch-3.108,ρς,,,Κεφ. ρς΄.,3.106,Περὶ Κρίνου,Κεφ. ρς΄. (ρις΄.) [Περὶ Κρίνου.],Κεφ. ρς΄.,3.106,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0483.jp2/full/1200,/0/default.jpg"
3,la,1406,451,page_images/page-0483.png,,,,CVI,CXVI,De Lilio.,Cap. CVI. (CXVI.) [De Lilio.] Lilium regium,3.106,De Lilio,Cap. CVI. (CXVI.) [De Lilio.],,3.106,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0483.jp2/full/1200,/0/default.jpg"
3,grc,491,452,page_images/page-0484.png,,107,spr-ch-3.109,ρζ,,,Κεφ. ρζ΄.,3.107,Περὶ Βαλλωτῆς,Κεφ. ρζ΄. (ριζ΄.) [Περὶ Βαλλωτῆς.],Κεφ. ρζ΄.,3.107,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0484.jp2/full/1200,/0/default.jpg"
3,la,1407,452,page_images/page-0484.png,,,,CVII,CXVII,De Ballota.,"Cap. CVII. (CXVII.) [De Ballota.] Ballota, aut",3.107,De Ballota,Cap. CVII. (CXVII.) [De Ballota.],,3.107,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0484.jp2/full/1200,/0/default.jpg"
3,grc,492,453,page_images/page-0485.png,,108,spr-ch-3.110,ρη,,,Κεφ. ρη΄.,3.108,Περὶ Μελισσοφύλλου,Κεφ. ρη΄. (ρη΄.) [Περὶ Μελισσοφύλλου.],Κεφ. ρη΄.,3.108,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0485.jp2/full/1200,/0/default.jpg"
3,la,1408,453,page_images/page-0485.png,,,,CVIII,CXVIII,De Melissa.,"Cap. CVIII. (CXVIII.) [De Melissa.] Melissa,",3.108,De Melissa,Cap. CVIII. (CXVIII.) [De Melissa.],,3.108,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0485.jp2/full/1200,/0/default.jpg"
3,grc,493,454,page_images/page-0486.png,,109,spr-ch-3.111,ρθ,,,Κεφ. ρθ΄.,3.109,Περὶ Πρασίου,Κεφ. ρθ΄. (ριθ΄.) [Περὶ Πρασίου.],Κεφ. ρθ΄.,3.109,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0486.jp2/full/1200,/0/default.jpg"
3,la,1409,454,page_images/page-0486.png,spr-lb-3-0486-17,,,CIX,CXIX,De Marrubio.,Cap. CIX. (CXIX.) [De Marrubio.] Marrubium,3.109,De Marrubio,Cap. CIX. (CXIX.) [De Marrubio.],,3.109,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0486.jp2/full/1200,/0/default.jpg"
3,grc,494,456,page_images/page-0488.png,,110,spr-ch-3.112,ρι,,,Κεφ. ρι΄.,3.110,Περὶ Στάχυος,Κεφ. ρι΄. (ρκ΄.) [Περὶ Στάχυος.],Κεφ. ρι΄.,3.110,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0488.jp2/full/1200,/0/default.jpg"
3,grc,495,456,page_images/page-0488.png,,111,spr-ch-3.113,ρια,,,Κεφ. ρια΄.,3.111,Περὶ Φυλλίτιδος,Κεφ. ρια΄. (ρκα΄.) [Περὶ Φυλλίτιδος.],Κεφ. ρια΄.,3.111,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0488.jp2/full/1200,/0/default.jpg"
3,la,1410,456,page_images/page-0488.png,spr-lb-3-0488-08,,,CX,CXX,De Stachy.,Cap. CX. (CXX.) [De Stachy.] Stachys frutex est,3.110,De Stachy,Cap. CX. (CXX.) [De Stachy.],,3.110,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0488.jp2/full/1200,/0/default.jpg"
3,la,1411,456,page_images/page-0488.png,spr-lb-3-0488-16,,,CXI,CXXI,De Phyllitide.,Cap. CXI. (CXXI.) [De Phyllitide.] Phyllitis [aliis,3.111,De Phyllitide,Cap. CXI. (CXXI.) [De Phyllitide.],,3.111,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0488.jp2/full/1200,/0/default.jpg"
3,grc,496,457,page_images/page-0489.png,,112,spr-ch-3.114,ριβ,,,Κεφ. ριβ΄.,3.112,Περὶ Φαλαγγίου,Κεφ. ριβ΄. (ρκβ΄.) [Περὶ Φαλαγγίου.],Κεφ. ριβ΄.,3.112,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0489.jp2/full/1200,/0/default.jpg"
3,la,1412,457,page_images/page-0489.png,spr-lb-3-0489-10,,,CXII,CXXII,De Phalangio.,"Cap. CXII. (CXXII.) [De Phalangio.] Phalangium,",3.112,De Phalangio,Cap. CXII. (CXXII.) [De Phalangio.],,3.112,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0489.jp2/full/1200,/0/default.jpg"
3,grc,497,458,page_images/page-0490.png,,113,spr-ch-3.115,ριγ,,,Κεφ. ριγ΄.,3.113,Περὶ Τριφύλλου,Κεφ. ριγ΄. (ρκγ΄.) [Περὶ Τριφύλλου.],Κεφ. ριγ΄.,3.113,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0490.jp2/full/1200,/0/default.jpg"
3,la,1413,458,page_images/page-0490.png,,,,CXIII,CXXIII,De Trifolio.,"Cap. CXIII. (CXXIII.) [De Trifolio.] Trifolium,",3.113,De Trifolio,Cap. CXIII. (CXXIII.) [De Trifolio.],,3.113,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0490.jp2/full/1200,/0/default.jpg"
3,grc,498,459,page_images/page-0491.png,,114,spr-ch-3.116,ριδ,,,Κεφ. ριδ΄.,3.114,Περὶ Πολίου,Κεφ. ριδ΄. (ρκδ΄.) [Περὶ Πολίου.],Κεφ. ριδ΄.,3.114,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0491.jp2/full/1200,/0/default.jpg"
3,la,1414,459,page_images/page-0491.png,spr-lb-3-0491-11,,,CXIV,CXXIV,De Polio.,Cap. CXIV. (CXXIV.) [De Polio.] Polium [quod,3.114,De Polio,Cap. CXIV. (CXXIV.) [De Polio.],,3.114,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0491.jp2/full/1200,/0/default.jpg"
3,grc,499,460,page_images/page-0492.png,,115,spr-ch-3.117,ριε,,,Κεφ. ριε΄.,3.115,Περὶ Σκορδίου,Κεφ. ριε΄. (ρκε΄.) [Περὶ Σκορδίου.],Κεφ. ριε΄.,3.115,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0492.jp2/full/1200,/0/default.jpg"
3,la,1415,460,page_images/page-0492.png,spr-lb-3-0492-10,,,CXV,CXXV,De Scordio.,Cap. CXV. (CXXV.) [De Scordio.] Scordium,3.115,De Scordio,Cap. CXV. (CXXV.) [De Scordio.],,3.115,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0492.jp2/full/1200,/0/default.jpg"
3,grc,500,462,page_images/page-0494.png,spr-lb-3-0494-01,118,spr-ch-3.118,ρις,,,Κεφ. ρις΄.,3.116,Περὶ Βηχίου,Κεφ. ρις΄. (ρκς΄.) [Περὶ Βηχίου.],Κεφ. ρις΄.,3.116,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0494.jp2/full/1200,/0/default.jpg"
3,la,1416,462,page_images/page-0494.png,,,,CXVI,CXXVI,De Tussilagine.,Cap. CXVI. (CXXVI.) [De Tussilagine.] Tussi-,3.116,De Tussilagine,Cap. CXVI. (CXXVI.) [De Tussilagine.],,3.116,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0494.jp2/full/1200,/0/default.jpg"
3,grc,501,463,page_images/page-0495.png,,117,spr-ch-3.119,ριζ,,,Κεφ. ριζ΄.,3.117,Περὶ Ἀρτεμισίας,Κεφ. ριζ΄. (ρκζ΄.) [Περὶ Ἀρτεμισίας.],Κεφ. ριζ΄.,3.117,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0495.jp2/full/1200,/0/default.jpg"
3,la,1417,463,page_images/page-0495.png,,,,CXVII,CXXVII,De Artemisia.,Cap. CXVII. (CXXVII.) [De Artemisia.] Artemisia,3.117,De Artemisia,Cap. CXVII. (CXXVII.) [De Artemisia.],,3.117,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0495.jp2/full/1200,/0/default.jpg"
3,grc,502,464,page_images/page-0496.png,,118,spr-ch-3.120,ριη,,,Κεφ. ριη΄.,3.118,Περὶ Ἀρτεμισίας λεπτοφύλλου,Κεφ. ριη΄. (ρκη΄.) [Περὶ Ἀρτεμισίας λεπτοφύλλου.],Κεφ. ριη΄.,3.118,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0496.jp2/full/1200,/0/default.jpg"
3,la,1418,464,page_images/page-0496.png,spr-lb-3-0496-12,,,CXVIII,CXXVIII,Cap. CXVIII. (CXXVIII.) [De Artemisia tenuifo- lia.,"[Cap. CXVIII. (CXXVIII.) [De Artemisia tenuifo- lia.] Est et artemisia tenuifolia, quae circa rivulos et",3.118,De Artemisia tenuifo- lia,[Cap. CXVIII. (CXXVIII.) [De Artemisia tenuifo- lia.],,3.118,DUPLICATE_GENERATED_N;PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0496.jp2/full/1200,/0/default.jpg"
3,la,,464,page_images/page-0496.png,,,,,,,,3.118,De Artemisia tenuifo- lia,Cap. CXVIII. (CXXVIII.) [De Artemisia tenuifo- lia.],,3.118,DUPLICATE_GENERATED_N;GENERATED_WITHOUT_SOURCE,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0496.jp2/full/1200,/0/default.jpg"
3,grc,503,565,page_images/page-0497.png,,119,spr-ch-3.121,ριθ,,,Κεφ. ριθ΄.,3.119,Περὶ Ἀμβροσίας,Κεφ. ριθ΄. (ρκθ΄.) [Περὶ Ἀμβροσίας.],Κεφ. ριθ΄.,3.119,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0497.jp2/full/1200,/0/default.jpg"
3,grc,504,565,page_images/page-0497.png,,120,spr-ch-3.122,ρκ,,,Κεφ. ρκ΄.,3.120,Περὶ Βότρυος,Κεφ. ρκ΄. (ρλ΄.) [Περὶ Βότρυος.],Κεφ. ρκ΄.,3.120,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0497.jp2/full/1200,/0/default.jpg"
3,la,1419,565,page_images/page-0497.png,,,,CXIX,CXXIX,De Ambrosia.,Cap. CXIX. (CXXIX.) [De Ambrosia.] Ambro-,3.119,De Ambrosia,Cap. CXIX. (CXXIX.) [De Ambrosia.],,3.119,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0497.jp2/full/1200,/0/default.jpg"
3,la,1420,565,page_images/page-0497.png,spr-lb-3-0497-14,,,CXX,CXXX,De Botry.,Cap. CXX. (CXXX.) [De Botry.] Botrys herba,3.120,De Botry,Cap. CXX. (CXXX.) [De Botry.],,3.120,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0497.jp2/full/1200,/0/default.jpg"
3,grc,505,466,page_images/page-0498.png,,121,spr-ch-3.123,ρκα,,,Κεφ. ρκα΄.,3.121,Περὶ Γερανίου,Κεφ. ρκα΄. (ρλα΄.) [Περὶ Γερανίου.],Κεφ. ρκα΄.,3.121,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0498.jp2/full/1200,/0/default.jpg"
3,la,1421,466,page_images/page-0498.png,,,,CXXI,CXXXI,De Geranio.,Cap. CXXI. (CXXXI.) [De Geranio.] Geranium,3.121,De Geranio,Cap. CXXI. (CXXXI.) [De Geranio.],,3.121,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0498.jp2/full/1200,/0/default.jpg"
3,grc,506,467,page_images/page-0499.png,,122,spr-ch-3.124,ρκβ,,,Κεφ. ρκβ΄.,3.122,Περὶ Γναφαλίου,Κεφ. ρκβ΄. (ρλβ΄.) [Περὶ Γναφαλίου.],Κεφ. ρκβ΄.,3.122,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0499.jp2/full/1200,/0/default.jpg"
3,grc,507,467,page_images/page-0499.png,,123,spr-ch-3.125,ρκγ,,,Κεφ. ρκγ΄.,3.123,Περὶ Τύφης,Κεφ. ρκγ΄. (ρλγ΄.) [Περὶ Τύφης.],Κεφ. ρκγ΄.,3.123,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0499.jp2/full/1200,/0/default.jpg"
3,grc,508,467,page_images/page-0499.png,,124,spr-ch-3.126,ρκδ,,,Κεφ. ρκδ΄.,3.124,Περὶ Κιρκαίας,Κεφ. ρκδ΄. (ρλδ΄.) [Περὶ Κιρκαίας.],Κεφ. ρκδ΄.,3.124,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0499.jp2/full/1200,/0/default.jpg"
3,la,1422,467,page_images/page-0499.png,,,,CXXII,CXXXII,De Gnaphalio.,Cap. CXXII. (CXXXII.) [De Gnaphalio.] Gnapha-,3.122,De Gnaphalio,Cap. CXXII. (CXXXII.) [De Gnaphalio.],,3.122,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0499.jp2/full/1200,/0/default.jpg"
3,la,1423,467,page_images/page-0499.png,spr-lb-3-0499-09,,,CXXIII,CXXXIII,De Typha.,Cap. CXXIII. (CXXXIII.) [De Typha.] Typha fo-,3.123,De Typha,Cap. CXXIII. (CXXXIII.) [De Typha.],,3.123,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0499.jp2/full/1200,/0/default.jpg"
3,la,1424,467,page_images/page-0499.png,spr-lb-3-0499-15,,,CXXIV,CXXXIV,De Circaea.,"Cap. CXXIV. (CXXXIV.) [De Circaea.] Circaea,",3.124,De Circaea,Cap. CXXIV. (CXXXIV.) [De Circaea.],,3.124,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0499.jp2/full/1200,/0/default.jpg"
3,grc,509,468,page_images/page-0500.png,,125,spr-ch-3.127,ρκε,,,Κεφ. ρκε΄.,3.125,Περὶ Οἰνάνθης,Κεφ. ρκε΄. (ρλε΄.) [Περὶ Οἰνάνθης.],Κεφ. ρκε΄.,3.125,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0500.jp2/full/1200,/0/default.jpg"
3,grc,510,468,page_images/page-0500.png,,126,spr-ch-3.128,ρκϛ,,,Κεφ. ρκϛ΄.,3.126,Περὶ Κονύζης,Κεφ. ρκϛ΄. (ρλϛ΄.) [Περὶ Κονύζης.],Κεφ. ρκϛ΄.,3.126,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0500.jp2/full/1200,/0/default.jpg"
3,la,1425,468,page_images/page-0500.png,spr-lb-3-0500-09,,,CXXV,CXXXV,De Oenanthe.,Cap. CXXV. (CXXXV.) [De Oenanthe.] Oenan-,3.125,De Oenanthe,Cap. CXXV. (CXXXV.) [De Oenanthe.],,3.125,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0500.jp2/full/1200,/0/default.jpg"
3,la,1426,468,page_images/page-0500.png,spr-lb-3-0500-17,,,CXXVI,CXXXVI,De Conyza.,Cap. CXXVI. (CXXXVI.) [De Conyza.] Conyza,3.126,De Conyza,Cap. CXXVI. (CXXXVI.) [De Conyza.],,3.126,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0500.jp2/full/1200,/0/default.jpg"
3,grc,511,470,page_images/page-0502.png,,127,spr-ch-3.129,ρκζ,,,Κεφ. ρκζ΄.,3.127,Περὶ Ἡμεροκαλλίδος,Κεφ. ρκζ΄. (ρλζ΄.) [Περὶ Ἡμεροκαλλίδος.],Κεφ. ρκζ΄.,3.127,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0502.jp2/full/1200,/0/default.jpg"
3,la,1427,470,page_images/page-0502.png,,,,CXXVII,CXXXVII,De Hemerocallide.,Cap. CXXVII. (CXXXVII.) [De Hemerocallide.],3.127,De Hemerocallide,Cap. CXXVII. (CXXXVII.) [De Hemerocallide.],,3.127,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0502.jp2/full/1200,/0/default.jpg"
3,grc,512,471,page_images/page-0503.png,,128,spr-ch-3.130,ρκη,,,Κεφ. ρκη΄.,3.128,Περὶ Λευκοΐου,Κεφ. ρκη΄. (ρλη΄.) [Περὶ Λευκοΐου.],Κεφ. ρκη΄.,3.128,PRINTED_SOURCE_CONFLICT;SOURCE_VISIBLE_MISMATCH,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0503.jp2/full/1200,/0/default.jpg"
3,la,1428,471,page_images/page-0503.png,,,,CXXVIII,CXXXVIII,De Leucoio.,Cap. CXXVIII. (CXXXVIII.) [De Leucoio.] Lev-,3.128,De Leucoio,Cap. CXXVIII. (CXXXVIII.) [De Leucoio.],,3.128,PRINTED_SOURCE_CONFLICT,"https://iiif.archive.org/image/iiif/3/b23982500_0001%2Fb23982500_0001_jp2.zip%2Fb23982500_0001_jp2%2Fb23982500_0001_0503.jp2/full/1200,/0/default.jpg"
